"ID","Username","Date","Time","Quote","Hero","Game","Map","Player.Title","Spotted.by","Notes","Year","Month","Day","Hour","Minute"
252,"JTFLANS",2023-08-22,17:17:00,NA,"N/A","Overwatch","N/A","Knight","Josiad","Winston pfp, Knight",2023,"Aug","Tue",17,"17"
253,"CJRook43",2023-09-02,17:35:00,"""obamacare? he sure does"" ""WE SMOKING THOSE WICKEN JORDANIAN JIBBETS"" ""WE SMOKING SEQUOIA BANSHEE BOOGERS""","N/A","Overwatch","Havana","N/A","Richard","Havana",2023,"Sep","Sat",17,"35"
254,"JAY",2023-09-03,19:48:00,NA,"Widowmaker","Overwatch","New Queen Street","None","Richard","Did not respond to the jay survey, no player title",2023,"Sep","Sun",19,"48"
255,"JBOT",2023-09-03,19:48:00,NA,"N/A","Overwatch","Rialto","Adept Competitor","Richard","Rialo, Adept competitor",2023,"Sep","Sun",19,"48"
256,"abcJ",2023-09-04,18:27:00,NA,"Ying","Paladins","Foreman's Rise","N/A","verdantJay","2nd sighting 2024-08-04",2023,"Sep","Mon",18,"27"
257,"Jsimb",2023-09-04,19:34:00,NA,"Nyx","Paladins","N/A","N/A","verdantJay","Paladins Sighting 2 2024-02-01",2023,"Sep","Mon",19,"34"
258,"JJOMS",2023-09-04,15:42:00,NA,"Genji","Overwatch","Havana","Peasant","Richard","Havana, Genji, Peasant",2023,"Sep","Mon",15,"42"
259,"JPauler4Life",2023-09-05,17:21:00,"""Naked short is a crime"" ""The US is currently accumulating $1T in debt in interest alone"" ""Korea has banned short sellinmg due to excessive illegal naked short selling by american companies""","N/A","Overwatch","Ilios","N/A","Richard","Ilios, 2nd spotting 2023-10-25 Nepal. 3rd blizzworld 2023-10-27. 4th Midtown 2023-10-30. 5th 2023-11-26",2023,"Sep","Tue",17,"21"
260,"Jay",2023-09-07,17:02:00,"""bye bye team""","Baptiste","Overwatch","Blizzard World","Peasant","Richard","Blizzard world, Peasant, Did not claim to be the previous Jays on this list.",2023,"Sep","Thu",17,"02"
261,"Jaysin",2023-09-12,15:01:00,"""im lost""","N/A","Overwatch","Rialto","Rebel","Richard","illari on rialto 2nd 2023-09-18",2023,"Sep","Tue",15,"01"
262,"J4F",2023-09-12,15:50:00,"""can't read english bruh""","Sojourn","Overwatch","Antarctic Peninsula","Peasant","Richard","Did not respond to my demands, Antarctic, 2nd 20230926, 3rd 20230927 Nepal",2023,"Sep","Tue",15,"50"
263,"P10J",2023-09-13,15:52:00,NA,"N/A","Overwatch","King's Row","World Eater","Richard","King's Row, World Eater",2023,"Sep","Wed",15,"52"
264,"BIGPOPPYJAY",2023-09-15,09:36:00,NA,"Sombra","Overwatch","Midtown","None","Vixx","Sombra Midtown, she was just hung up on hacking me instead",2023,"Sep","Fri",9,"36"
265,"BasquiasTJ",2023-09-15,13:05:00,NA,"Genji","Overwatch","Circuit Royale","N/A","Vixx","was on genji and smoked me but he left bc his team sucked",2023,"Sep","Fri",13,"05"
266,"JSplash",2023-09-15,13:32:00,NA,"Ana","Overwatch","N/A","N/A","Vixx","Ana player",2023,"Sep","Fri",13,"32"
267,"JaayLewis",2023-09-15,17:18:00,NA,"Skye","Paladins","Stone Keep","N/A","Vixx","Paladins",2023,"Sep","Fri",17,"18"
268,"JayWalker",2023-09-16,15:47:00,"""yes ik :(""","Soldier","Overwatch","Junkertown","None","Richard","Shambali, soldier, 2nd 2024-08-09 Junkertown",2023,"Sep","Sat",15,"47"
269,"FeaRJN",2023-09-16,15:47:00,"""you like that rock?"" ""damn it was 2 days ago? thought i saw you yesterday""","Sigma","Overwatch","Shambali","Subjugator","Richard","Shambali, sigma, 2nd sighting 2024-07-10 Numbani, 3rd 2024-08-09 Junkertown, 4th 20230916, 5th 20241128",2023,"Sep","Sat",15,"47"
270,"JPXAOC",2023-09-18,13:54:00,NA,"N/A","Overwatch","Gibraltar","Subjugator","Richard","Subjagator Gibraltor, 2nd 2024-03-03 Rialto ",2023,"Sep","Mon",13,"54"
271,"JT3600",2023-09-19,08:42:00,NA,"Kiriko","Overwatch","Petra","N/A","Seb","Kiriko deathmatch",2023,"Sep","Tue",8,"42"
272,"MATTHEWJAYSLAY",2023-09-19,16:57:00,NA,"N/A","Overwatch","Route 66","Neogun","Seb","Tank, Blizz world, Neogun",2023,"Sep","Tue",16,"57"
273,"Jay",2023-09-20,12:24:00,"""only nerds know how to make spreadsheets, nerd""","N/A","Overwatch","Lijiang Tower","Barbarian","Seb","Barbarian, mean jay",2023,"Sep","Wed",12,"24"
274,"KJDXMAMBA",2023-09-21,15:44:00,NA,"Reinhardt","Overwatch","Blizzard World","Conquerer","Seb","Rein, Blizzworld, Conqueror",2023,"Sep","Thu",15,"44"
275,"JSPASHMAN",2023-09-21,16:10:00,NA,"N/A","Overwatch","Shambali","Subjugator","Seb","Shambali, Subjugator",2023,"Sep","Thu",16,"10"
276,"AJZAT",2023-09-21,16:10:00,NA,"N/A","Overwatch","Shambali","None","Seb","Shambali, no nametag",2023,"Sep","Thu",16,"10"
277,"JWOOL412",2023-09-22,16:18:00,NA,"N/A","Overwatch","Midtown","None","Richard","Midtown, no nametag",2023,"Sep","Fri",16,"18"
278,"JDZENAB",2023-09-24,17:12:00,NA,"N/A","Overwatch","Suravasa","None","Seb","Suravasa, No nametag",2023,"Sep","Sun",17,"12"
279,"ScrubsAJ",2023-09-25,15:17:00,NA,"Bastion","Overwatch","Rialto","None","Richard","Rialto, Bastion, no nametag",2023,"Sep","Mon",15,"17"
280,"AuJswizzle",2023-09-25,16:01:00,"""anything not auschwizzle""","N/A","Overwatch","New Queen Street","Diamond Role Challenger","Seb","New Queen St, Diamond Role Challenger",2023,"Sep","Mon",16,"01"
281,"DUBBYJ",2023-09-26,10:06:00,NA,"N/A","Overwatch","Hanamura","Streetrunner","Seb","Roadhog's Catch-a-mari, streetrunner",2023,"Sep","Tue",10,"06"
282,"JSCHEISTY",2023-09-26,16:48:00,NA,"N/A","Overwatch","Junkertown","Officer","Seb","Junkertown, Officer",2023,"Sep","Tue",16,"48"
283,"JWars43",2023-09-27,16:02:00,"""Manners maketh man"" ""I am so confused how did you find manners maketh man?""","N/A","Overwatch","Nepal","Philosopher","Basileus","Nepal Philosopher, 2nd sighting 2024-04-16 Midtown QP, 3rd 2024-07-19",2023,"Sep","Wed",16,"02"
284,"Jeyco",2023-09-27,NA,NA,"N/A","Overwatch","Shambili","None","N/A","Shambali, no nametag",2023,"Sep","Wed",NA,NA
285,"Double_Jay01",2023-09-29,16:17:00,"N/A","Furia","Paladins","Splitstone Quarry","Battlesuit Angel","verdantJay","",2023,"Sep","Fri",16,"17"
286,"hiimjaysun",2023-09-29,18:25:00,"""it's too lit""","N/A","Overwatch","Route 66","N/A","Basileus","New Junk City",2023,"Sep","Fri",18,"25"
287,"SamJ",2023-09-30,17:08:00,"""i don't do words""","N/A","Overwatch","Eichenwalde","N/A","Richard","team deathmatch",2023,"Sep","Sat",17,"08"
288,"JSC",2023-09-30,17:25:00,NA,"Widowmaker","Overwatch","Eichenwalde","N/A","Richard","Team deathmatch",2023,"Sep","Sat",17,"25"
289,"MJZ750",2023-09-30,17:46:00,"""you would never catch a jew driving a white suv"" ""i hate some people""","N/A","Overwatch","Route 66","Scholar","Richard","Route 66, 2nd 2023-11-13, 3rd 2023-12-02",2023,"Sep","Sat",17,"46"
290,"AcerJay",2023-09-30,19:07:00,"N/A","Vora","Paladins","N/A","N/A","verdantJay","",2023,"Sep","Sat",19,"07"
291,"JJstark",2023-09-30,07:41:00,NA,"Rammatra","Overwatch","Circuit Royale","Netbreaker","Seb","Netbreaker, 2nd 20240919",2023,"Sep","Sat",7,"41"
292,"JSPARKS17",2023-09-30,13:41:00,NA,"Sombra","Overwatch","Workshop Chamber","N/A","Richard","Found in custom game",2023,"Sep","Sat",13,"41"
293,"JTJR008",2023-10-01,17:44:00,"""no hes a pussy""","N/A","Overwatch","Numbani","Nomad","Seb","Numbani, Nomad",2023,"Oct","Sun",17,"44"
294,"BlueJay",2023-10-01,12:30:00,"""sure""","Real Life","Overwatch","Toronto, ON","N/A","Richard","Met at OWL grand finals, 2nd spotting 2023-10-21 blizzard world, friends w/ nova, report 20241201",2023,"Oct","Sun",12,"30"
295,"DRBEEJAIE",2023-10-02,04:17:00,"""si papi. biscuits""","N/A","Overwatch","Paraiso","Vulture","Seb","Paraíso, Vulture",2023,"Oct","Mon",4,"17"
296,"JAY",2023-10-02,16:31:00,NA,"N/A","Overwatch","Eichenwalde","Demigod","Seb","Genji icon, Demigod, Eichenwalde, did not know the dex, does not enjoy JoJos",2023,"Oct","Mon",16,"31"
297,"NekoJsan",2023-10-03,14:25:00,"N/A","Corvus","Paladins","N/A","Impish","Vixx","",2023,"Oct","Tue",14,"25"
298,"COLORBLINDJJ",2023-10-05,05:29:00,"""yes i'm actually colorblind""","N/A","Overwatch","Blizzard World","Assassin","Seb","Blizzard World, Assassin",2023,"Oct","Thu",5,"29"
299,"JAYSALOSER",2023-10-05,06:05:00,"""fucking hate orisa""","N/A","Overwatch","Colosseo","None","Seb","Colosseo, no name tag",2023,"Oct","Thu",6,"05"
300,"JBOMBS",2023-10-05,06:26:00,"""JBOMBS YOU""","N/A","Overwatch","New Junk City","Extraterrestrial","Seb","New Junk City, Extraterrestrial",2023,"Oct","Thu",6,"26"
301,"JayKay",2023-10-05,06:30:00,NA,"Mercy","Overwatch","New Junk City","None","Seb","New Junk City, no name tag",2023,"Oct","Thu",6,"30"
302,"Jbtreee",2023-10-06,14:59:00,"N/A","Ashe","Paladins","Brightmarsh","The Angel of Vengeance","Vixx","",2023,"Oct","Fri",14,"59"
303,"Jay168",2023-10-06,16:17:00,"""no"" ""lol"" ""true"" ""OW1 was better""","N/A","Overwatch","Gibraltar","All-Star","Richard","Gibraltar, All-Star",2023,"Oct","Fri",16,"17"
